,Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
16224,369 000,"180, rue Saint-Georges",Métabetchouan-Lac-à-la-Croix,4,2,1883,49933
16225,183 900,"805-603, rue Robert-Élie",Laval-Des-Rapides,1,1,606,606
16226,242 900,"1424, chemin Pincourt",Mascouche,3,2+1,1900,17787
16227,179 500,"Voisin 905, rue du Tour-du-Lac",Val-David,3,2+1,1900,9097
16228,360 000,"11201, avenue Armand-Lavergne",Montréal-Nord,1,1,1259,3928
16229,224 000,"3-30, rue Saint-Flavien",Vieux-Québec,2,1,875,1280
16230,207 000,"4861, rue des Samares",Charlesbourg,3,1,1250,17760
16231,47 700,"632, chemin des Trembles",St-Adolphe-D'Howard,3,1,1250,53000
16232,239 000,"103-6600, boulevard Henri-Bourassa Ouest",Saint-Laurent,1,1,665,665
16233,384 500,"3445, rue Maheu",Trois-Rivières (Trois-Rivières-Ouest),6,4,3125,7884
16234,177 000,"4202, rue de la Pinède",Charlesbourg,2,1,1350,2356
16235,160 000,"4480, avenue Richard",Bécancour (St-Gregoire),2,1,1008,8069
16236,379 500,"6, rue Marcelle-Ferron",St-Charles-Borromée,4,1+1,2007,16725
16237,325 000,"207-3720, rue Gabrielle-Vallée",Ste-Foy,2,2,1185,56222
16238,359 900,"80, rue Élizabeth",Sorel-Tracy,2,1,1185,3267
16239,304 900,"75, rue Chopin",Boisbriand,4,1+1,1200,5723
16240,475 000,"6354, rue Massenet",Lévis,4,2,2600,6100
16241,69 000,"9, rue de la Salamandre",Gore,4,2,2600,67000
16242,469 000,"14265, rue des Bouleaux",Mirabel (St-Augustin),3,2+1,2600,48647
16243,207 900,"8763, rue des Aïeux",Lebourgneuf,2,1,1200,2244
16245,169 900,"101-5905, rue de la Tourbière",Longueuil (St-Hubert),1,1,743,100
16246,95 000,"lot 66, rue de la Quiétude",St-Colomban,1,1,743,47256
16247,239 900,"68, chemin de Montréal Est",Gatineau (Masson-Angers),3,2+1,743,5000
16248,114 900,"302-615, rue Saint-Jean",St-Jean Baptiste,1,1,352,352
16249,310 000,"715, rue François-Amelot",Beauport,4,2,1591,7150
16250,250 000,"804, rue Marie-Victorin",Chicoutimi (Chicoutimi),4,2,1211,9448
16251,319 000,"1090, rue Hébert",St-Wenceslas,11,4+2,3700,16800
16252,215 000,"211, Route 170",L'Anse-St-Jean,4,2,1845,12762
16253,239 000,"12820, boulevard Saint-Jean",Trois-Rivières (Trois-Rivières),4,2,1296,20000
16254,750 000,"630, rue Louise-Bizard",L'île-Bizard / Sainte-Geneviève,4,2+1,2547,8885
16255,639 000,"3128-3130, rue Alger",Jonquière (Arvida),5,4,2089,31400
16256,325 000,"1145, montée Sainte-Julie",Ste-Julie,2,1,2089,8000
16257,269 999,"199, route de Saint-Luc",Matane,5,2+1,2047,30000
16258,203 850,"214, rue Boislambert",Lévis,2,1,1080,6090
16259,525 000,"887, rue Pierre Demers",St-Jean-Chrysostome,6,3+1,2285,8996
16260,270 000,"21, rue Elm",Stanstead,3,1+1,1940,113256
16261,345 000,"2987, rue du Rubis",Jonquière (Arvida),4,1+1,1940,17975
16262,589 900,"3836, rue Victor-Doré",Chomedey,5,2+1,2125,4995
16263,325 000,"3715, côte Richelieu",Trois-Rivières (Trois-Rivières-Ouest),5,3+1,3100,6500
16264,155 000,"80, Maurier",Shawinigan (Lac-A-La-Tortue),4,1,988,11235
16265,274 900,"703, avenue du Cheval-Blanc",Gatineau (Gatineau),5,3,1460,4669
16266,299 800,"308, chemin de la Plage Saint-Laurent",St-Augustin-De-Desmaures,2,2,1440,18509
16267,169 999,"C-571, rue des Ursulines",Trois-Rivières (Trois-Rivières),1,1,919,18670
16268,199 900,"103-20, rue des Manoirs",Charlemagne,2,1,1052,55864
16269,283 500,"154, route Saint-André",St-Étienne-De-Lauzon,6,2,1040,49000
16270,475 000,"150, chemin du 6e Rang",St-Fortunat,3,1+1,1250,5445000
16271,132 000,"6106, route de Fossambault",Fossambault-Sur-Le-Lac,3,1+1,1250,20179
16272,175 000,"3615, avenue Ridgewood",Côte-des-Neiges / Notre-Dame-de-Grâce,1,1,685,18492
16273,539 000,"277-279, chemin Terzi",Piedmont,4,1+1,685,17009
16274,290 000,"580, place du Loup-Garou",Ste-Adèle,3,2,1800,7000
16275,293 000,"81-83, rue de l'Albatros",St-Côme,6,4+2,1800,16605
16276,275 000,"99, boulevard Bégin",Ste-Claire,6,4+2,1800,8603
16277,199 500,"7, rue de Laval",Pont-Rouge,3,2,900,5834
16278,198 000,"11, rue des Riverains",St-Louis-de-Blandford,4,2,956,30000
16279,455 000,"69, rue du Chinook",Gatineau (Hull),4,3+1,2080,5246
16280,229 000,"653, rang de la Rivière Bayonne Sud",Berthierville,3,1,1233,28071
16281,304 900,"206-7735, rue du Daim",Charlesbourg,2,1,1344,87962
16282,70 000,"2335, 8e Rue",St-Prosper-De-Dorchester,3,1,986,6102
16283,225 000,"1-3641, rue Fernand-Flipot",Longueuil (St-Hubert),2,1,1160,10075
16284,694 900,"2136, rue du Havre",Ville-Marie (Centre-Ville et Vieux Mtl),3,1,967,710
16285,425 000,"7948, rue de l'Orge",Lévis,3,2+1,1737,6563
16286,267 000,"56, rue de la Viorne",Breakeyville,3,1+1,1300,3875
16287,184 000,"319, rue Champlain",Salaberry-De-Valleyfield,3,2,1280,4800
16288,145 000,"103-3430, rue des Chênes",Sherbrooke (Jacques-Cartier),2,1+1,1280,11699
16289,138 500,"18-400, rue Merry Nord",Magog,1,1,625,12000
16290,375 000,"272, rue Austin",Chateauguay,4,1+1,2206,13210
16291,779 000,"170, rue Jean de Ronceray",Carignan,8,3+1,2206,20223
16292,229 000,"480, rue Leclerc",Drummondville (Drummondville),3,2,2160,8712
16293,189 000,"4440, avenue Ouareau",Chertsey,3,1+1,1500,20000
16294,1 139 900,"9-335, rue Notre-Dame",Repentigny (Repentigny),2,1,807,2050
16295,239 900,"202-2325, rue de Versailles",Mascouche,2,1,1100,36472
16296,244 000,"400, rue de la Moselle",Alma,4,2+1,1050,9500
16297,410 000,"1250, rue de Cardiff",Fabreville,4,2+1,1800,5190
16298,118 000,"2, 8e rue",St-Fabien,5,1+2,1040,9000
16299,479 000,"24, terrasse Hertel",Chambly,6,2+1,2562,9328
16301,519 000,"104, rue Laperrière",Saint-Laurent,4,2+1,1830,5250
16302,195 000,"135, rue Saint-Pierre",Laurier-Station,3,1+1,780,7943
16303,379 000,"43, rue des Merisiers",Brownsburg-Chatham,3,1+1,1682,45124
16304,549 000,"2245, impasse Laurent Gariépy",St-Hyacinthe (Douville),3,2+1,1682,9563
16305,189 900,"8780, rue de la Boussole",Lebourgneuf,2,1,1100,1485
16306,279 999,"604-315, route 112",St-Étienne-De-Bolton,4,1,1560,10000
16307,329 000,"306-269, rue Arago Est",Saint-Roch,1,1,1178,1346
16308,350 000,"1007, rue des Fougères",St-Jérôme (Bellefeuille),3,1+1,1178,16630
16309,369 500,"298, rue Principale",St-Alexis,6,2+1,4642,66151
16310,90 000,"248, chemin des Trois-Castors",St-Ferréol-les-Neiges,6,2+1,4642,545000
16311,485 000,"1465, chemin Hemming",Drummondville (St-Charles-De-Drummond),3,2,2113,15150
16312,Prix sur demande,"6, rue Marguerite d'Youville",Lévis,3,2,1050,6800
16313,134 000,"24, route Drapeau",St-Roch-Des-Aulnaies,3,2,1050,44670
16314,119 900,"69, rue Saint-Henri",Victoriaville,2,1+1,581,8245
16315,230 000,"29, rue Lessard",St-Jean-De-Matha,4,1+1,581,6465
16316,545 000,"223, place du Rivage",Bois-Des-Filion,4,2,2840,13675
16317,219 000,"523, Entrée 60",Beaumont,2,1+1,880,21291
16318,146 000,"136, place Albert-Landry",Shawinigan (Shawinigan-Sud),3,2,960,6272
16319,209 000,"2-767, rue Saint-Vallier Ouest",Saint-Sauveur,3,1,1133,2557
16320,284 500,"5-656, rue des Sureaux",Boucherville,2,1,1325,1
16321,895 000,"115, rue Carrier",Chicoutimi (Chicoutimi-Nord),4,2+1,6000,62500
16322,75 000,"302, route 138",Longue-Rive,4,1,2189,8316
16323,119 500,"213-B1-1000, boulevard du Beau-Pré",Beaupré,4,1,550,582
16325,274 900,"6865, 5e Avenue Est",Charlesbourg,5,2,1232,6300
16326,115 000,"A-137, rue du Pont",St-Ludger,9,2+2,1232,29955
16327,444 900,"1364, rue Malouin",St-Rédempteur,5,2+1,1625,6775
16328,239 000,"440, rang Saint-Joseph",Ste-Beatrix,3,1+1,2184,53820
16329,184 900,"102-7085, rue Lunan",Brossard,1,1,620,1140
16330,196 000,"3064, rue de Port-Louis",Duberger,2,1,1200,2159
16331,217 500,"771, route 295 Sud",Squatec,2,2,1536,77639
16332,Prix sur demande,"30, rue des Fauvettes",L'Ile Des Soeurs,5,3+1,1536,3111
16333,379 900,"408-440, 19e avenue",Lachine,2,2,1086,1086
16334,199 990,"1561, 18e Avenue",Shawinigan (Grand-Mère),4,1+1,1086,16622
16335,419 000,"18, boulevard Monchamp",St-Constant,4,2,1831,6749
16336,499 900,"121, rue de Longueuil",Chateauguay,5,2+1,1960,4963
16337,249 000,"80, chemin de Granby",Bromont,4,1+1,900,16210
16338,190 000,"64, rue de la Ferme",L'Ascension,4,2,1176,34500
16339,419 500,"85, rue d'Arbois",Terrebonne (Terrebonne),4,2+1,1780,10345
16340,164 500,"37, rue de l'Assomption",Victoriaville,4,1+1,960,6000
16341,189 000,"132, rue Saint-Laurent Ouest",Maskinonge,3,1+1,2070,12730
16342,270 000,"64, chemin de la Martine",Petite-Rivière-St-François,4,2,1437,35179
16343,254 500,"1054, 7e Rang",Wickham,4,1+1,1293,39000
16344,250 000,"4583, route Marie-Victorin",St-Antoine-De-Tilly,3,2,2028,29719
16346,195 000,"4097, rue de la Pinède",Charlesbourg,2,1,1200,6548
16348,425 000,"8148, route 204",Frontenac,5,2+1,2944,636147
16349,539 000,"12, rue des Érables",Salaberry-De-Valleyfield,5,3+1,2944,12128
16350,149 900,"48, rue Soucy",La Redemption,6,2+1,2630,7513
16351,245 000,"74, route de la Jacques-Cartier",Ste-Catherine-de-la-JC,3,2,1324,29409
16352,225 000,"318, avenue Bégin",Lac-Etchemin,4,2,1324,6500
16353,234 000,"930, avenue Royale",Beauport,9,2+1,2002,7405
16354,185 000,"585, rue de l'Accalmie",Lac-St-Charles,2,1,992,4590
16355,975 000,"602-2100, avenue Terry-Fox",Chomedey,4,2+1,2540,3252
16356,129 000,"43, rue Lévesque Ouest",Chicoutimi (Chicoutimi),2,1,836,1982
16357,239 000,"664, chemin Thomas-Maher",Lac-St-Joseph,3,1,616,5918
16358,479 000,"302-2121, rue Sherbrooke Est",Le Plateau-Mont-Royal,2,1,1098,3170
16359,312 333,"2427, boulevard des Pins",Ste-Marthe-Sur-Le-Lac,2,1,1098,1200
16360,297 000,"2273, rue Sainte-Sophie",Jonquière (Arvida),4,2+1,1098,8507
16361,190 000,"534-540, boulevard Saint-Jude",Alma,6,3,1098,7499
16362,392 500,"500, rue de Montpellier",Alma,5,3+2,2230,12354
16363,759 000,"111, chemin Somers",Mayo,3,1+1,1804,10367280
16364,254 900,"325, rue de la Galère",Gatineau (Gatineau),5,2+1,1422,3051
16365,885 000,"869, chemin Old Notch",Sutton,2,2+1,1422,1145495
16366,499 000,"3048, des Nénuphars",Marieville,7,2,1750,10678
16367,415 000,"133, rue des Écueils",Terrebonne (Lachenaie),3,1+1,1521,8800
16368,214 900,"451, rue de la Parmentière",Beauport,3,1,1373,8500
16369,234 500,"400, Rue William-Price",Rimouski (Rimouski),3,2,1165,6243
16370,165 000,"2, rue Beaudet",Tingwick,3,2,1165,275000
16371,699 000,"3430, chemin du Tour-du-Lac",Nominingue,4,3+1,1864,39000
16372,400 000,"4200, chemin des Bois-Francs",Ste-Adèle,3,2,2543,44833
16373,199 900,"102-1999, rue Beauregard",Chomedey,2,1,940,1130
16375,555 000,"41, rue Michel-Viger",Richelieu,5,2,3500,10000
16376,258 000,"691, rue Argyll",Sherbrooke (Jacques-Cartier),3,1+1,2168,5670
16377,349 900,"9290, rue Jogues",Lévis,3,2,1792,8000
16378,224 000,"3-2002, rue Amherst",Ville-Marie (Centre-Ville et Vieux Mtl),1,1,528,208
16379,154 500,"304-2946, rue du Sauvignon",Sherbrooke (Jacques-Cartier),2,1,10064,71933
16380,179 900,"23, rue Hamel",Danville,3,2,1204,37860
16381,334 990,"361, rue de la Charmotte",Beauport,4,2,884,4908
16382,142 000,"1655, boulevard du Mi-Vallon",Sherbrooke (Rock Forest),2,1,810,11937
16383,249 000,"308, rue Roland-Dion",Magog,4,1+1,2640,23090
16384,134 000,"312-1140, rue de l'Aigue-Marine",Charlesbourg,1,1,660,1065
16385,147 000,"301-17600, place des Prés",Bécancour (St-Gregoire),2,1,1300,30000
16386,179 000,"315-1675, rue Notre-Dame Centre",Trois-Rivières (Trois-Rivières),1,1,1665,50000
16388,489 000,"35, rue de Margaux",Terrebonne (Lachenaie),4,3,1880,6810
16389,278 000,"170, chemin du Lac Bélanger",Labelle,4,2+1,1800,87120
16390,365 000,"100, rue Morin",St-Denis-sur-Richelieu,6,3+1,1875,64000
16391,239 900,"660, 80e Rue",St-Georges,4,2+1,1561,7997
16392,165 000,"347, rue de la Madone",Mont-Laurier,5,2,1561,6284
16393,589 000,"161, rue Auclair",Ste-Brigitte-De-Laval,5,1+1,1561,517000
16394,189 900,"180, rue Édouard-Rousseau",Granby,3,2,1650,12332
16395,597 000,"60, boulevard de Papineau",Bromont,4,2,939,10295
16396,349 900,"118, rue des Chênes",St-Amable,4,2,939,16150
16397,240 000,"470, rue Patrick-McGrath",Charlesbourg,3,2+1,1824,3190
16398,159 000,"4-572, rue de Saint-Romuald",St-Romuald,3,1,910,2290
16399,400 000,"3056-3060, rue Sainte-Émilie",Jonquière (Arvida),8,2+1,3959,14415
16400,179 500,"211, 7e Rue Sud",Shawinigan (Grand-Mère),3,2+2,1440,15675
16401,135 000,"154, 28e rue",Notre-Dame-des-Pins,2,1+1,544,3897
16402,187 900,"2650, rue de Bilbao",Neufchatel,2,1+1,1019,1475
16403,187 000,"1788, rue Lavoisier",Jonquière (Arvida),4,1+1,1019,5600
16404,349 000,"3124, avenue d'Amours",Ste-Foy,5,2,1288,7900
16405,450 000,"1450, avenue du Mistral",Mascouche,5,2+1,2200,16825
16406,567 000,"447, rue des Trois-Saults",Beauport,3,1+1,1780,90397
16407,285 000,"1255, rue Marier",Mont-Tremblant (St-Jovite),3,2,978,5997
16408,"199 999,99","309-1370, avenue du Golf-de-Bélair",Val-Bélair,1,1,978,1144
16409,380 000,"3949, chemin Sullivan",Val-D'Or,3,3+1,2044,55156
16410,309 000,"53, rue des Collines",Rimouski (Ste-Odile-Sur-Rimouski),3,2,1595,33702
16411,194 900,"742, avenue des Grenats",Charlesbourg,3,1,1383,7058
16412,295 000,"407-7317, avenue Victoria",Côte-des-Neiges / Notre-Dame-de-Grâce,1,1,710,271
16413,75 000,"4524, rue des Pionniers",Port-Cartier,3,1,960,18000
16414,155 000,"2702, avenue Chauveau",Neufchatel,1,1,768,12829
16415,178 400,"1470, rue Desgagné",Sherbrooke (Jacques-Cartier),4,2,1263,40000
16416,269 000,"1361, rue des Roches",St-Jean-sur-Richelieu (St-Luc),4,2,1263,25631
16417,259 000,"1535, rue Jean-Royer",Ste-Foy,3,2,720,1445
16418,194 500,"863, rue Hébert",Wickham,5,2,1118,9500
16419,162 500,"4-1080, avenue Taniata",St-Jean-Chrysostome,2,1,1033,20000
16420,435 000,"2777, rue des Chardonnerets",Mascouche,4,2+1,1903,9600
16421,250 000,"207-4929, Boulevard des Vétérans",Lac-Mégantic,2,1,1035,134202
16422,499 900,"482, Route 309",Val-Des-Bois,2,1,1035,10000
16423,249 900,"474, rue Gince",Granby,2,1,1185,7400
16424,285 000,"24, chemin Giard",Granby,3,1+1,1176,35183
16425,315 000,"1125, rue Notre-Dame",Champlain,2,1+1,1700,20000
16426,178 000,"147, rue Saint-Georges",Ste-Agathe-de-Lotbinière,3,2,1200,19927
16427,430 000,"1648, rue de Gentilly",Chambly,4,2+1,1448,5350
16429,199 900,"41, rue Guilbault",Sorel-Tracy,5,2,1144,6524
16430,384 900,"84, rue des Samares",Breakeyville,3,2+1,1505,7545
16431,169 900,"1502, Route du Président-Kennedy",Scott,4,1,1412,14979
16432,525 000,"1000, rue Richelieu",La Malbaie,7,6,2927,13427
16433,210 000,"471, rue Ferland",St-Romuald,7,6,2927,9272
16434,161 000,"176, Larouche",St-Bruno-Lac-St-Jean,3,2,864,2481
16435,727 000,"66, chemin Beakie",Ste-Anne-Des-Lacs,4,2,2736,26735
16436,399 000,"525, rue Labonté",Calixa-Lavallee,3,1+1,1258,54656
16437,215 000,"5191, rue Michelet",Les Saules,2,1,920,14467
16439,169 000,"145, Îles aux Ours",St-Ignace-De-Loyola,2,1,1400,1738396
16440,56 000,"486, boulevard de l'Anse",Roberval,2,1,1400,9256
16441,269 900,"75, chemin Couturier",Weedon,2,1,1400,75339
16442,585 000,"100, rue des Cervidés",Mont-Tremblant,3,2,3000,47491
16443,629 000,"905, rue Massawipi",North-Hatley,5,4+2,3180,28000
16444,315 000,"8686, boulevard Sainte-Anne",Château-Richer,1,2+1,1434,30000
16445,149 500,"130, rang du Haut-de-la-Parroisse",St-Agapit,4,2,1170,46370
16446,189 900,"2491281, rue du Canardeau",Val-Morin,4,2,1170,1312980
16447,425 000,"2253, rue Sainte-Sophie",Jonquière (Arvida),3,2+1,1170,19751
16448,375 000,"152, rue Samuel-de-Champlain",La Prairie,3,1+1,1440,4636
16449,124 900,"124, rue Deschambault",St-Jérôme (St-Jérôme),2,1,899,8097
16450,259 000,"19, rue des Mélèzes",Amqui,4,2+1,1936,12093
16452,257 000,"7653, boulevard Wilfrid-Hamel",Ste-Foy,3,2+1,1500,2303
16453,274 995,"2305, rue de la Faune",St-Émile,4,2,1490,8647
16454,354 500,"3985, rue Bel-Air",St-Hyacinthe (Douville),3,2+1,1760,9000
16455,269 900,"1985, rue Labonté",St-Lin-Laurentides,3,2,1500,23367
16457,174 900,"69, 1re avenue",Portneuf,4,2,1500,8125
16458,262 000,"10, chemin de la Traverse",Château-Richer,2,1,1048,74472
16459,272 900,"2625, boulevard Hébert",Salaberry-De-Valleyfield,4,2,1344,12400
16460,479 900,"462, Blanche-Thibaudeau",Terrebonne (Terrebonne),3,2+1,1344,8700
16461,365 000,"339, rue Laure Conan",St-Nicolas,5,2+1,2184,5812
16462,359 000,"1458, 4e rue",Richelieu,5,2,2500,10000
16463,335 000,"208-2365, rue des Carrières",Rosemont / La Petite Patrie,2,1,849,3000
16464,385 000,"1007, rue Main",Ayer's Cliff,3,1,849,11000
16465,367 000,"2727-2729, rue Desmarteau",Mercier / Hochelaga / Maisonneuve,4,2,1100,2880
16466,349 000,"101-565, rue de Bagot",Bromont,2,1,856,8889
16467,315 000,"1069-1067, montée Saint-Elmire",St-Sauveur,3,1+1,2164,84000
16468,339 000,"732, rue John-Murphy",St-Lin-Laurentides,4,2+1,2240,8119
16469,639 000,"237, chemin de la Poutrelle",St-Sauveur,6,2+2,2648,52539
16470,287 000,"812, rue de Villers",Ste-Foy,2,1,1250,10000
16471,1 200 000,"1093, rue des Escoumins",Terrebonne (Lachenaie),4,3,1250,8115
16472,224 500,"2947, rue du Rubis",Jonquière (Arvida),3,2+1,1250,7500
16473,368 000,"1300, rue de Bruxelles",Drummondville (Drummondville),3,1+1,1742,5900
16474,479 000,"505-1111, boulevard de la Côte-Vertu",Saint-Laurent,3,2+1,1490,9500
16475,250 000,"1456, boulevard Pie-IX",Mercier / Hochelaga / Maisonneuve,2,1,893,2500
16476,379 000,"140, terrasse Marcoux",Ste-Sophie,3,1+1,3040,70914
16477,165 000,"10-9, rue de Mercier",Bromont,2,1,584,15453
16478,289 000,"59, rue Harvey",Ste-Marcelline-De-Kildare,3,1+2,5491,18395
16479,179 900,"8-1130, boulevard Pie-XI Sud",Val-Bélair,3,1,1150,2264
16480,270 000,"919, rue des Épinettes",Granby,3,2,1850,22500
16481,289 000,"996, rue du Roussillon",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),5,1+1,1352,5812
16482,1 080 000,"27, rue Jacques-Poupart",Coteau-Du-Lac,4,3+1,5832,17098
16485,249 000,"274, chemin du Lac-Prévost",St-Sauveur,2,1,715,65386
16486,299 400,"126, rue Duberger",Charlesbourg,3,1+1,1120,1275
16487,233 300,"1041, rue Chapman",L'Ancienne-Lorette,3,2,924,6000
16488,214 900,"4, rue Barras",Lévis,2,1,924,3210
16489,499 000,"1779, rue de l'Orée-des-Bois",Jonquière (Arvida),3,2,1960,9417
16490,394 000,"466, 2e Rang Est",Bégin,3,2,1152,34143
16491,260 000,"2, rue Larose",Sutton,5,1+1,1200,10572
16492,325 000,"33, rue Léonard",St-Sauveur,3,3,2470,4978
16493,145 000,"268, chemin du Lac-Prévost",St-Sauveur,2,1,1100,11024
16494,239 000,"2095, boulevard des Forges",Trois-Rivières (Trois-Rivières),3,2+1,1950,6962
16495,319 000,"10183, avenue Royale",Ste-Anne-de-Beaupré,5,2+1,1950,7763
16496,779 000,"221, chemin du Tour",Iles-Laval,4,2,2400,21150
16497,610 000,"12605, avenue 27e",Rivière des Prairies,4,2,2400,11338
16498,749 000,"5100, avenue Beaconsfield",Côte-des-Neiges / Notre-Dame-de-Grâce,5,3,2087,2500
16499,285 000,"88, rue Eulalie-Lévesque",Rimouski (Rimouski),3,2,2087,10000
16500,719 900,"81, rue Robert-Pilon",Gatineau (Aylmer),5,2+1,3469,26042
16501,464 900,"280, côte de Terrebonne",Terrebonne (Terrebonne),5,3,2260,12000
16502,232 000,"38, rang du Ruisseau-des-Frênes",La Malbaie,2,2+1,1469,42000
16503,129 000,"62, rue Jolicoeur",Ste-Catherine-de-la-JC,2,2+1,1469,7400
16504,649 900,"82, rue de Lusignan",Gatineau (Gatineau),4,2+1,3206,12515
16505,194 900,"1740, rue Labonté",Mont-Tremblant (St-Jovite),2,1,914,75621
16506,599 900,"2-2125, rue Sylvia-Daoust",Longueuil (Vieux-Longueuil),2,2,1827,4059
16507,80 000,"38, rue Bérubé",St-Ferréol-les-Neiges,2,2,1827,7809
16508,1 299 000,"700, chemin du Ruisseau-Lachance",Chicoutimi (Chicoutimi),4,3,2500,43188
16509,149 000,"3315, rue Taché",Sorel-Tracy,4,2+1,1175,9690
16510,230 000,"2360, avenue Larue",Beauport,3,1,1000,6030
16511,599 999,"1862, rue Annabella",St-Romuald,4,2+1,2404,7750
16512,260 000,"82, avenue du Soleil",Fossambault-Sur-Le-Lac,2,2+1,1905,4255
16513,279 900,"10-310, boulevard d'Europe",Gatineau (Aylmer),2,1,1742,2771
16514,329 000,"420, 70e rue Est",Charlesbourg,5,2,1400,6750
16515,159 900,"190, rue Gosselin",Waterville,4,1+1,1647,6658
16516,299 500,"1, rue de l'Île Vaudry",Charlemagne,2,1,713,8640
16517,289 100,"289, chemin Ozias-Leduc",Otterburn Park,5,3,713,9111
16518,234 900,"26, 2e chemin du Barrage Mercier",Grand-Remous,4,1+1,1250,32000
16519,350 000,"30, rue du Pommier",St-Ferréol-les-Neiges,3,1+1,1550,9600
16520,158 000,"39, rue Saint-Philippe",Ste-Luce (Ste-Luce-sur-Mer),3,1+1,1340,7513
16521,349 000,"586, rue des Violettes",Salaberry-De-Valleyfield,3,2+1,1869,8540
16522,159 900,"103-210, rue Parent",Longueuil (Greenfield Park),2,1,900,5500
16523,459 000,"19, rue André",Magog,3,2,3500,50619
16524,89 000,"0, rue Canton-Villiers",St-Michel-Des-Saints,1,1,480,10000
16525,259 000,"22, rue Bellevue",St-Joachim,2,1,1560,33946
16526,159 900,"999, rue Principale",St-Bonaventure,4,1+1,1242,13800
16527,369 000,"12750, boulevard Laurier",Terrebonne (La Plaine),3,1+1,1200,100000
16528,185 000,"205-65, rue Arthur-Dion",Loretteville,2,1,1070,84668
